Bao cao Phan tich Phan hoi - 2025-06-20T17:11:23.324716700

Phan hoi Tieu cuc (Diem < 3):
Ma: 7407, Ten: Duy, Diem: 2, Binh luan: Trai nghiem kem
Ma: 7281, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 9176, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2708, Ten: Duy, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 1619, Ten: An, Diem: 2, Binh luan: Khong co binh luan
Ma: 7895, Ten: An, Diem: 2, Binh luan: Hai long
Ma: 4769, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 6066, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 4289, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 6719, Ten: Duy, Diem: 1, Binh luan: Khong co binh luan
Ma: 8882, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 10645, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2071, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 4790, Ten: An, Diem: 2, Binh luan: Khong co binh luan
Ma: 3608, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2042, Ten: Cuong, Diem: 2, Binh luan: Trai nghiem kem
Ma: 10208, Ten: An, Diem: 1, Binh luan: Hai long
Ma: 2997, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 10410, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 4243, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 8051, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 8279, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 4995, Ten: Cuong, Diem: 2, Binh luan: Hai long
Ma: 4416, Ten: An, Diem: 2, Binh luan: Khong co binh luan
Ma: 2096, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 1605, Ten: An, Diem: 2, Binh luan: Can cai thien
Ma: 10546, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 8243, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 10087, Ten: Duy, Diem: 1, Binh luan: Trai nghiem kem
Ma: 9984, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 10329, Ten: Binh, Diem: 1, Binh luan: Hai long
Ma: 4986, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2659, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 4368, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 3241, Ten: Cuong, Diem: 2, Binh luan: Hai long
Ma: 1697, Ten: An, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 3188, Ten: Cuong, Diem: 2, Binh luan: Trai nghiem kem
Ma: 1144, Ten: Cuong, Diem: 1, Binh luan: Trai nghiem kem
Ma: 5045, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2226, Ten: Binh, Diem: 2, Binh luan: Can cai thien
Ma: 5991, Ten: Duy, Diem: 1, Binh luan: Khong co binh luan
Ma: 4195, Ten: An, Diem: 1, Binh luan: Trai nghiem kem
Ma: 9947, Ten: Cuong, Diem: 1, Binh luan: Trai nghiem kem
Ma: 2502, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 1434, Ten: Cuong, Diem: 1, Binh luan: Khong co binh luan
Ma: 3785, Ten: Em, Diem: 2, Binh luan: Hai long
Ma: 6832, Ten: Duy, Diem: 2, Binh luan: Khong co binh luan
Ma: 7215, Ten: Em, Diem: 2, Binh luan: Trai nghiem kem
Ma: 8124, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 9271, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 10657, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 5854, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 7756, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 6962, Ten: Cuong, Diem: 1, Binh luan: Khong co binh luan
Ma: 1595, Ten: Binh, Diem: 1, Binh luan: Trai nghiem kem
Ma: 8913, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 6169, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 5430, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 4184, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 2629, Ten: An, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2726, Ten: Duy, Diem: 1, Binh luan: Trai nghiem kem
Ma: 3740, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 6971, Ten: Em, Diem: 1, Binh luan: Khong co binh luan
Ma: 1833, Ten: Cuong, Diem: 2, Binh luan: Hai long
Ma: 8353, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 5247, Ten: Duy, Diem: 2, Binh luan: Hai long
Ma: 7715, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 3540, Ten: An, Diem: 1, Binh luan: Hai long
Ma: 9508, Ten: Binh, Diem: 1, Binh luan: Hai long
Ma: 9470, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 7307, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 9195, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 4518, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 1586, Ten: Duy, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2703, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 4660, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 9198, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 7105, Ten: An, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 5029, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 8901, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 6525, Ten: Em, Diem: 2, Binh luan: Khong co binh luan
Ma: 8030, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 5148, Ten: Em, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 6493, Ten: An, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 3752, Ten: Em, Diem: 1, Binh luan: Can cai thien
Ma: 9508, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 1755, Ten: Cuong, Diem: 1, Binh luan: Khong co binh luan
Ma: 3548, Ten: Duy, Diem: 2, Binh luan: Khong co binh luan
Ma: 2920, Ten: Cuong, Diem: 2, Binh luan: Can cai thien
Ma: 2341, Ten: Binh, Diem: 2, Binh luan: Can cai thien
Ma: 6128, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 2960, Ten: Em, Diem: 2, Binh luan: Khong co binh luan
Ma: 3172, Ten: An, Diem: 2, Binh luan: Hai long
Ma: 9596, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 6473, Ten: Em, Diem: 2, Binh luan: Khong co binh luan
Ma: 9055, Ten: Em, Diem: 1, Binh luan: Hai long
Ma: 2846, Ten: An, Diem: 2, Binh luan: Trai nghiem kem
Ma: 9217, Ten: Cuong, Diem: 1, Binh luan: Trai nghiem kem
Ma: 10897, Ten: Duy, Diem: 2, Binh luan: Khong co binh luan
Ma: 3319, Ten: Duy, Diem: 1, Binh luan: Can cai thien
Ma: 4617, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 4399, Ten: An, Diem: 1, Binh luan: Trai nghiem kem
Ma: 4612, Ten: An, Diem: 1, Binh luan: Trai nghiem kem
Ma: 3277, Ten: Em, Diem: 1, Binh luan: Can cai thien
Ma: 9295, Ten: Em, Diem: 1, Binh luan: Can cai thien
Ma: 5367, Ten: Duy, Diem: 1, Binh luan: Can cai thien
Ma: 3358, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 1686, Ten: Binh, Diem: 1, Binh luan: Trai nghiem kem
Ma: 4111, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 4530, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 2673, Ten: Cuong, Diem: 1, Binh luan: Can cai thien
Ma: 3821, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 3826, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 6928, Ten: Em, Diem: 1, Binh luan: Can cai thien
Ma: 4547, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 3154, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 3267, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 6947, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2276, Ten: Duy, Diem: 1, Binh luan: Trai nghiem kem
Ma: 1577, Ten: Binh, Diem: 1, Binh luan: Hai long
Ma: 2814, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 7207, Ten: Duy, Diem: 1, Binh luan: Can cai thien
Ma: 1988, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 1487, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2345, Ten: Duy, Diem: 2, Binh luan: Khong co binh luan
Ma: 9098, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 10277, Ten: Em, Diem: 1, Binh luan: Khong co binh luan
Ma: 4450, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 4783, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 6465, Ten: Binh, Diem: 1, Binh luan: Trai nghiem kem
Ma: 10605, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 9374, Ten: Binh, Diem: 1, Binh luan: Trai nghiem kem
Ma: 10486, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 8629, Ten: Em, Diem: 1, Binh luan: Hai long
Ma: 7268, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 8055, Ten: An, Diem: 1, Binh luan: Hai long
Ma: 7880, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 1074, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 6068, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 1469, Ten: Cuong, Diem: 1, Binh luan: Khong co binh luan
Ma: 1378, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 8862, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 7135, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2669, Ten: An, Diem: 1, Binh luan: Trai nghiem kem
Ma: 8515, Ten: Cuong, Diem: 1, Binh luan: Khong co binh luan
Ma: 6121, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 9686, Ten: Duy, Diem: 1, Binh luan: Can cai thien
Ma: 2992, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 8086, Ten: Cuong, Diem: 1, Binh luan: Trai nghiem kem
Ma: 8583, Ten: Duy, Diem: 1, Binh luan: Can cai thien
Ma: 2836, Ten: Duy, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 3410, Ten: Em, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 7663, Ten: An, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2174, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 3692, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 8122, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2788, Ten: Cuong, Diem: 2, Binh luan: Khong co binh luan
Ma: 6123, Ten: Em, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 3909, Ten: Duy, Diem: 1, Binh luan: Trai nghiem kem
Ma: 2329, Ten: Cuong, Diem: 2, Binh luan: Khong co binh luan
Ma: 8335, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 10860, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 8627, Ten: Binh, Diem: 1, Binh luan: Khong co binh luan
Ma: 7060, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 10875, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 6386, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 1834, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 10035, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 4725, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 5706, Ten: Binh, Diem: 1, Binh luan: Khong co binh luan
Ma: 4805, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 3175, Ten: Em, Diem: 2, Binh luan: Khong co binh luan
Ma: 1461, Ten: Cuong, Diem: 2, Binh luan: Trai nghiem kem
Ma: 7845, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 9957, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 7763, Ten: Em, Diem: 1, Binh luan: Khong co binh luan
Ma: 10976, Ten: Binh, Diem: 2, Binh luan: Can cai thien
Ma: 6193, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 7783, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 8706, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2188, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 2265, Ten: Duy, Diem: 2, Binh luan: Trai nghiem kem
Ma: 2041, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 6532, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 4400, Ten: Duy, Diem: 1, Binh luan: Khong co binh luan
Ma: 6877, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 7883, Ten: Cuong, Diem: 2, Binh luan: Trai nghiem kem
Ma: 4583, Ten: Binh, Diem: 1, Binh luan: Khong co binh luan
Ma: 7609, Ten: Cuong, Diem: 2, Binh luan: Hai long
Ma: 5162, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 4695, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 8479, Ten: Duy, Diem: 1, Binh luan: Khong co binh luan
Ma: 2738, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 6550, Ten: Binh, Diem: 2, Binh luan: Can cai thien
Ma: 7582, Ten: Em, Diem: 2, Binh luan: Khong co binh luan
Ma: 2264, Ten: Cuong, Diem: 2, Binh luan: Hai long
Ma: 9930, Ten: Cuong, Diem: 2, Binh luan: Can cai thien
Ma: 5496, Ten: Binh, Diem: 1, Binh luan: Hai long
Ma: 1385, Ten: Duy, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 4736, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 6006, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 3434, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2714, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 8300, Ten: Binh, Diem: 2, Binh luan: Can cai thien
Ma: 3822, Ten: Em, Diem: 1, Binh luan: Khong co binh luan
Ma: 9208, Ten: Cuong, Diem: 1, Binh luan: Trai nghiem kem
Ma: 7621, Ten: Cuong, Diem: 2, Binh luan: Hai long
Ma: 9867, Ten: Em, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 9989, Ten: Cuong, Diem: 2, Binh luan: Khong co binh luan
Ma: 9812, Ten: An, Diem: 1, Binh luan: Hai long
Ma: 9621, Ten: An, Diem: 1, Binh luan: Hai long
Ma: 2170, Ten: Cuong, Diem: 1, Binh luan: Khong co binh luan
Ma: 1568, Ten: An, Diem: 2, Binh luan: Hai long
Ma: 2100, Ten: Duy, Diem: 2, Binh luan: Khong co binh luan
Ma: 10777, Ten: An, Diem: 2, Binh luan: Can cai thien
Ma: 3763, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 7046, Ten: Em, Diem: 2, Binh luan: Trai nghiem kem
Ma: 2094, Ten: Cuong, Diem: 2, Binh luan: Trai nghiem kem
Ma: 2797, Ten: Em, Diem: 1, Binh luan: Can cai thien
Ma: 6275, Ten: An, Diem: 2, Binh luan: Trai nghiem kem
Ma: 8321, Ten: Em, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 7659, Ten: Cuong, Diem: 1, Binh luan: Trai nghiem kem
Ma: 9947, Ten: Em, Diem: 2, Binh luan: Can cai thien
Ma: 1350, Ten: An, Diem: 2, Binh luan: Khong co binh luan
Ma: 8339, Ten: Cuong, Diem: 2, Binh luan: Trai nghiem kem
Ma: 8633, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 8419, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 3313, Ten: An, Diem: 2, Binh luan: Can cai thien
Ma: 5731, Ten: Em, Diem: 2, Binh luan: Can cai thien
Ma: 6037, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 9996, Ten: An, Diem: 2, Binh luan: Khong co binh luan
Ma: 7797, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 10733, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 4326, Ten: Binh, Diem: 1, Binh luan: Trai nghiem kem
Ma: 4880, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 4446, Ten: Duy, Diem: 1, Binh luan: Khong co binh luan
Ma: 6743, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 8841, Ten: An, Diem: 2, Binh luan: Khong co binh luan
Ma: 2433, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 4147, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 10957, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 5387, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 6184, Ten: An, Diem: 2, Binh luan: Hai long
Ma: 8010, Ten: Em, Diem: 2, Binh luan: Khong co binh luan
Ma: 5536, Ten: Binh, Diem: 1, Binh luan: Trai nghiem kem
Ma: 10604, Ten: Cuong, Diem: 1, Binh luan: Khong co binh luan
Ma: 10402, Ten: Em, Diem: 2, Binh luan: Trai nghiem kem
Ma: 2502, Ten: Duy, Diem: 1, Binh luan: Trai nghiem kem
Ma: 7558, Ten: Binh, Diem: 1, Binh luan: Hai long
Ma: 5169, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 2131, Ten: Duy, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 10567, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 4064, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 10435, Ten: Cuong, Diem: 1, Binh luan: Trai nghiem kem
Ma: 7948, Ten: An, Diem: 1, Binh luan: Khong co binh luan
Ma: 9008, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 1528, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 5518, Ten: Duy, Diem: 1, Binh luan: Khong co binh luan
Ma: 8658, Ten: Duy, Diem: 1, Binh luan: Khong co binh luan
Ma: 9711, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 9946, Ten: Em, Diem: 2, Binh luan: Can cai thien
Ma: 6126, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 6314, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 9480, Ten: An, Diem: 2, Binh luan: Can cai thien
Ma: 6704, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 10078, Ten: Em, Diem: 1, Binh luan: Hai long
Ma: 7737, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 8973, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 1642, Ten: Em, Diem: 2, Binh luan: Khong co binh luan
Ma: 3031, Ten: Binh, Diem: 1, Binh luan: Hai long
Ma: 5675, Ten: Cuong, Diem: 1, Binh luan: Hai long
Ma: 7804, Ten: Cuong, Diem: 1, Binh luan: Can cai thien
Ma: 3584, Ten: Em, Diem: 1, Binh luan: Hai long
Ma: 9204, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 4942, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 5067, Ten: Binh, Diem: 1, Binh luan: Trai nghiem kem
Ma: 10538, Ten: An, Diem: 1, Binh luan: Trai nghiem kem
Ma: 3697, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 2088, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 1633, Ten: Cuong, Diem: 2, Binh luan: Can cai thien
Ma: 10359, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2442, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 3801, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 1504, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 7753, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 10687, Ten: Cuong, Diem: 1, Binh luan: Can cai thien
Ma: 3202, Ten: An, Diem: 2, Binh luan: Khong co binh luan
Ma: 5294, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 9201, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 3465, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 6719, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 6329, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 3417, Ten: Em, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 9192, Ten: Em, Diem: 1, Binh luan: Khong co binh luan
Ma: 2728, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 1816, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 4760, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 6388, Ten: An, Diem: 2, Binh luan: Trai nghiem kem
Ma: 6153, Ten: Binh, Diem: 1, Binh luan: Hai long
Ma: 6463, Ten: Em, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 3616, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 4660, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 3129, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 5466, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 9359, Ten: Duy, Diem: 1, Binh luan: Khong co binh luan
Ma: 10604, Ten: Binh, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 1342, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 1552, Ten: An, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 5499, Ten: Duy, Diem: 2, Binh luan: Hai long
Ma: 1423, Ten: Em, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 4093, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2363, Ten: Duy, Diem: 1, Binh luan: Can cai thien
Ma: 4551, Ten: Binh, Diem: 1, Binh luan: Khong co binh luan
Ma: 2439, Ten: Em, Diem: 1, Binh luan: Can cai thien
Ma: 6398, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 7591, Ten: Duy, Diem: 2, Binh luan: Can cai thien
Ma: 9644, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 10080, Ten: Duy, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 8794, Ten: Duy, Diem: 1, Binh luan: Hai long
Ma: 1302, Ten: Duy, Diem: 2, Binh luan: Khong co binh luan
Ma: 3439, Ten: Binh, Diem: 1, Binh luan: Khong co binh luan
Ma: 6412, Ten: Em, Diem: 1, Binh luan: Can cai thien
Ma: 7080, Ten: Duy, Diem: 2, Binh luan: Hai long
Ma: 3338, Ten: Em, Diem: 2, Binh luan: Hai long
Ma: 2619, Ten: Duy, Diem: 2, Binh luan: Trai nghiem kem
Ma: 8944, Ten: An, Diem: 2, Binh luan: Can cai thien
Ma: 9417, Ten: An, Diem: 1, Binh luan: Trai nghiem kem
Ma: 10634, Ten: Cuong, Diem: 1, Binh luan: Can cai thien
Ma: 7210, Ten: Cuong, Diem: 1, Binh luan: Can cai thien
Ma: 3993, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 8058, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 4257, Ten: Em, Diem: 2, Binh luan: Trai nghiem kem
Ma: 4019, Ten: An, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 8309, Ten: Cuong, Diem: 2, Binh luan: Trai nghiem kem
Ma: 10062, Ten: An, Diem: 1, Binh luan: Trai nghiem kem
Ma: 4582, Ten: Cuong, Diem: 2, Binh luan: Can cai thien
Ma: 1519, Ten: Em, Diem: 1, Binh luan: Can cai thien
Ma: 1464, Ten: An, Diem: 1, Binh luan: Hai long
Ma: 7987, Ten: Cuong, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 7935, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 9668, Ten: Cuong, Diem: 1, Binh luan: Trai nghiem kem
Ma: 3403, Ten: Duy, Diem: 1, Binh luan: Trai nghiem kem
Ma: 7086, Ten: Cuong, Diem: 2, Binh luan: Hai long
Ma: 1336, Ten: An, Diem: 2, Binh luan: Trai nghiem kem
Ma: 1328, Ten: Binh, Diem: 2, Binh luan: Hai long
Ma: 10335, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 8054, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 7900, Ten: An, Diem: 1, Binh luan: Can cai thien
Ma: 4686, Ten: Duy, Diem: 1, Binh luan: Trai nghiem kem
Ma: 8675, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 2484, Ten: An, Diem: 2, Binh luan: Can cai thien
Ma: 3925, Ten: Binh, Diem: 1, Binh luan: Hai long
Ma: 8739, Ten: Binh, Diem: 2, Binh luan: Khong co binh luan
Ma: 3623, Ten: Cuong, Diem: 2, Binh luan: Trai nghiem kem
Ma: 1575, Ten: Cuong, Diem: 1, Binh luan: Can cai thien
Ma: 6281, Ten: An, Diem: 2, Binh luan: Trai nghiem kem
Ma: 10260, Ten: Binh, Diem: 1, Binh luan: Can cai thien
Ma: 7992, Ten: An, Diem: 1, Binh luan: Hai long
Ma: 1146, Ten: An, Diem: 1, Binh luan: Trai nghiem kem
Ma: 6408, Ten: Em, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 1060, Ten: Duy, Diem: 1, Binh luan: Trai nghiem kem
Ma: 9020, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 7049, Ten: Cuong, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 7922, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 2640, Ten: Em, Diem: 1, Binh luan: Khong co binh luan
Ma: 1274, Ten: Binh, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 8920, Ten: Duy, Diem: 2, Binh luan: Dich vu tuyet voi
Ma: 1822, Ten: Duy, Diem: 1, Binh luan: Dich vu tuyet voi
Ma: 4745, Ten: Em, Diem: 1, Binh luan: Trai nghiem kem
Ma: 3091, Ten: Binh, Diem: 2, Binh luan: Trai nghiem kem
Ma: 3041, Ten: An, Diem: 1, Binh luan: Hai long
